WineID,Type,FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,Quality
2160,White,7.45,0.14,0.5,6.72,0.058,18.1,90.8,0.9938,3.0,0.37,10.16,5
2161,White,7.24,0.31,0.22,2.79,0.069,18.1,68.5,0.9977,3.59,0.32,10.81,7
2162,White,7.34,0.45,0.37,5.05,0.046,45.2,143.4,0.9943,3.24,0.84,12.83,7
2163,White,5.6,0.29,0.48,8.64,0.061,34.1,140.4,0.9916,3.2,0.64,10.42,5
2164,White,7.17,0.17,0.2,2.98,0.036,42.0,211.3,0.9974,3.07,0.24,12.88,8
2165,White,6.99,0.43,0.36,4.36,0.063,40.6,281.0,0.9927,3.03,0.39,13.21,6
2166,White,7.37,0.29,0.23,4.46,0.048,61.2,82.7,0.992,3.22,0.51,12.08,6
2167,White,6.77,0.3,0.53,2.95,0.073,17.0,111.5,0.99,3.26,0.63,11.03,8
2168,White,7.33,0.17,0.33,0.6,0.041,52.2,202.1,0.9912,3.11,0.36,12.03,7
2169,White,7.54,0.43,0.28,11.91,0.015,24.2,53.0,0.9909,2.83,0.55,12.1,7
2170,White,6.06,0.28,0.24,13.42,0.05,22.9,133.2,0.9909,3.26,0.31,11.58,7
2171,White,7.12,0.49,0.28,5.24,0.037,21.2,234.5,0.9871,3.33,0.42,10.85,5
2172,White,7.68,0.42,0.41,14.8,0.055,53.2,89.3,0.9961,3.24,0.5,11.12,5
2173,White,6.43,0.41,0.39,8.81,0.052,8.3,204.6,0.9906,3.17,0.53,10.63,5
2174,White,6.9,0.12,0.11,7.55,0.047,31.1,142.6,0.9906,3.1,0.44,9.07,5
2175,White,5.91,0.25,0.22,12.37,0.036,30.4,42.2,0.995,3.35,0.5,11.17,6
2176,White,6.46,0.33,0.32,15.76,0.072,29.7,224.1,0.9944,3.28,0.73,12.98,6
2177,White,7.41,0.25,0.51,14.16,0.088,53.7,100.9,0.9996,3.14,0.74,9.59,6
2178,White,5.39,0.33,0.32,4.4,0.053,40.0,156.3,0.9929,2.82,0.64,11.86,6
2179,White,4.91,0.29,0.22,4.38,0.062,32.2,108.9,0.9968,3.08,0.44,10.97,7
2180,White,6.75,0.2,0.31,4.58,0.04,40.8,117.4,0.9953,2.96,0.57,10.98,6
2181,White,5.35,0.12,0.26,0.6,0.038,35.0,107.6,0.9931,3.13,0.4,12.88,8
2182,White,6.01,0.3,0.3,0.6,0.086,33.2,86.9,0.9923,3.23,0.55,11.04,6
2183,White,6.01,0.21,0.42,7.8,0.059,36.3,127.2,0.9908,3.22,0.38,10.93,5
2184,White,6.74,0.27,0.34,7.69,0.031,24.9,90.6,0.9905,3.12,0.47,10.94,6
2185,White,6.56,0.3,0.21,0.6,0.06,15.9,95.1,0.9933,3.47,0.28,11.29,6
2186,White,7.43,0.23,0.28,10.96,0.017,26.5,151.7,0.9937,3.11,0.6,12.09,6
2187,White,6.75,0.3,0.29,15.26,0.041,10.4,157.7,0.9919,2.97,0.28,13.5,8
2188,White,6.37,0.31,0.2,3.56,0.058,57.9,181.4,1.0,3.11,0.51,11.0,5
2189,White,7.55,0.17,0.55,10.73,0.013,42.4,199.1,0.998,3.1,0.22,10.76,6
2190,White,7.78,0.15,0.19,10.29,0.055,18.9,141.2,0.9931,3.22,0.37,12.94,6
2191,White,7.45,0.43,0.29,8.36,0.056,16.3,101.6,0.9993,3.06,0.46,12.32,6
2192,White,7.04,0.49,0.34,11.66,0.046,29.1,96.7,0.9936,3.24,0.53,11.41,7
2193,White,7.41,0.29,0.35,2.71,0.017,39.7,121.3,0.9912,3.25,0.53,10.08,6
2194,White,6.68,0.3,0.31,5.43,0.041,41.0,63.6,0.9928,3.36,0.62,10.07,5
2195,White,6.74,0.31,0.51,8.52,0.052,47.2,126.2,0.9902,3.32,0.48,11.19,6
2196,White,6.34,0.35,0.18,7.45,0.035,39.9,159.6,0.9915,3.21,0.49,11.24,5
2197,White,5.79,0.29,0.24,0.6,0.009,29.1,93.4,0.9905,3.31,0.55,11.54,6
2198,White,5.83,0.4,0.49,4.81,0.029,48.1,79.1,0.9938,3.22,0.53,11.25,7
2199,White,7.5,0.24,0.32,9.58,0.078,22.5,74.7,0.9953,3.03,0.58,12.1,7
2200,White,6.74,0.42,0.14,0.6,0.03,28.0,108.9,0.9942,3.27,0.5,11.71,5
2201,White,6.58,0.31,0.45,7.9,0.076,35.7,120.7,0.9916,3.09,0.59,10.06,5
2202,White,7.45,0.27,0.27,10.96,0.05,21.2,127.0,0.9922,3.13,0.38,12.62,7
2203,White,8.14,0.55,0.43,0.6,0.031,30.2,118.3,0.9936,3.23,0.48,11.61,5
2204,White,7.0,0.29,0.29,4.11,0.037,43.8,161.6,0.9925,3.28,0.56,13.87,7
2205,White,7.77,0.3,0.29,0.93,0.054,32.6,167.2,0.9902,3.11,0.38,11.32,6
2206,White,7.73,0.27,0.37,2.96,0.047,54.7,92.7,0.994,3.22,0.55,10.81,7
2207,White,6.85,0.45,0.46,2.69,0.06,56.1,187.8,0.9944,3.11,0.64,11.57,8
2208,White,6.94,0.26,0.29,15.38,0.047,48.0,145.9,0.9983,3.31,0.39,11.91,6
2209,White,6.33,0.28,0.42,5.66,0.039,53.6,119.5,0.9973,3.03,0.47,11.18,5
2210,White,7.95,0.18,0.18,5.57,0.091,24.7,114.1,0.9934,3.07,0.4,11.73,5
2211,White,6.79,0.12,0.4,0.6,0.069,16.8,166.9,0.9969,3.39,0.65,9.45,5
2212,White,6.8,0.19,0.11,0.6,0.031,28.6,152.6,0.993,3.11,0.22,12.25,5
2213,White,6.5,0.36,0.35,1.1,0.023,62.2,67.0,0.9963,3.25,0.57,12.37,6
2214,White,5.82,0.24,0.36,11.31,0.009,6.4,180.2,0.9893,3.08,0.59,11.56,6
2215,White,5.52,0.39,0.06,5.22,0.034,44.7,195.4,0.9951,3.03,0.45,11.75,5
2216,White,6.57,0.32,0.16,0.6,0.052,42.2,209.4,0.9937,3.3,0.48,10.47,6
2217,White,7.25,0.36,0.25,0.6,0.057,60.0,179.7,0.998,3.06,0.27,11.49,5
2218,White,6.7,0.26,0.33,7.13,0.043,3.0,117.4,0.9944,3.09,0.42,10.85,7
2219,White,5.9,0.16,0.16,5.85,0.052,34.1,207.1,0.9996,3.36,0.47,9.55,5
2220,White,6.21,0.35,0.3,15.53,0.026,9.1,153.8,0.9932,3.13,0.22,10.89,5
2221,White,8.19,0.3,0.21,6.66,0.034,12.9,45.0,0.9968,3.16,0.38,10.7,6
2222,White,6.09,0.43,0.3,0.6,0.04,45.9,129.2,0.9916,3.16,0.49,11.87,6
2223,White,7.17,0.37,0.24,5.2,0.06,28.2,136.5,0.9936,3.17,0.48,13.41,8
2224,White,5.82,0.14,0.31,1.2,0.047,42.4,129.5,0.9937,2.84,0.51,12.45,7
2225,White,7.32,0.34,0.37,9.68,0.067,37.3,102.4,0.9929,3.31,0.54,10.81,7
2226,White,8.46,0.23,0.44,7.28,0.073,2.0,139.1,0.9953,3.04,0.57,10.48,5
2227,White,7.3,0.35,0.33,1.11,0.061,2.0,120.3,0.9926,3.05,0.61,10.97,6
2228,White,6.69,0.16,0.19,5.4,0.067,44.0,98.8,0.9922,3.13,0.48,10.26,5
2229,White,5.86,0.36,0.35,6.49,0.048,53.6,122.3,0.9958,3.18,0.45,12.39,7
2230,White,7.06,0.41,0.51,0.6,0.078,30.1,171.8,0.9946,3.07,0.51,12.4,6
2231,White,6.8,0.32,0.38,20.47,0.074,40.6,181.4,0.9904,3.02,0.4,10.82,6
2232,White,7.27,0.2,0.26,5.08,0.056,38.5,143.9,0.9899,3.07,0.52,10.84,5
2233,White,6.87,0.19,0.3,7.99,0.03,56.7,133.9,0.9962,3.24,0.63,10.67,6
2234,White,7.93,0.34,0.43,2.94,0.043,26.7,114.4,0.9924,3.52,0.51,10.99,6
2235,White,8.09,0.28,0.42,0.6,0.05,2.0,107.8,0.9914,3.01,0.67,12.58,6
2236,White,5.4,0.37,0.17,0.6,0.062,2.0,111.5,0.9931,3.06,0.54,12.02,5
2237,White,7.5,0.41,0.04,3.3,0.06,30.7,208.3,0.9917,3.16,0.52,11.48,5
2238,White,5.06,0.34,0.34,4.26,0.073,37.4,55.8,0.9919,3.07,0.61,10.47,5
2239,White,5.64,0.33,0.39,13.07,0.076,28.3,123.3,0.9943,3.18,0.57,10.81,5
2240,White,6.98,0.14,0.45,4.68,0.053,20.4,131.5,0.9966,3.38,0.48,12.16,5
2241,White,5.88,0.35,0.31,16.2,0.07,50.2,147.3,0.9904,3.4,0.66,13.77,6
2242,White,6.82,0.38,0.4,5.03,0.064,19.1,120.3,0.9946,2.9,0.58,9.61,5
2243,White,7.32,0.37,0.24,9.13,0.048,37.3,60.6,0.9947,3.14,0.48,9.71,5
2244,White,6.13,0.19,0.36,12.0,0.014,29.7,83.8,0.9945,3.35,0.51,10.34,5
2245,White,6.0,0.25,0.38,19.82,0.068,31.9,109.2,0.9931,3.02,0.53,9.11,3
2246,White,6.58,0.22,0.42,10.85,0.017,63.8,110.0,0.9882,3.33,0.54,11.14,5
2247,White,5.38,0.26,0.23,3.37,0.039,62.6,152.5,0.9945,3.16,0.57,11.12,7
2248,White,7.78,0.29,0.27,1.32,0.047,51.5,147.8,0.9982,2.97,0.63,12.04,6
2249,White,7.77,0.08,0.37,10.66,0.037,32.6,152.6,0.9999,3.33,0.7,10.47,5
2250,White,8.26,0.23,0.34,4.86,0.075,47.4,89.3,0.9911,3.25,0.57,9.77,6
2251,White,6.04,0.25,0.36,0.6,0.036,68.3,191.5,0.9936,3.34,0.39,10.66,5
2252,White,7.29,0.14,0.46,9.95,0.037,41.5,107.6,0.9929,3.01,0.57,11.64,6
2253,White,5.89,0.14,0.24,0.66,0.04,42.8,66.4,0.9968,3.07,0.52,10.75,6
2254,White,8.2,0.35,0.04,9.43,0.06,30.9,174.8,0.9977,3.31,0.56,11.87,4
2255,White,6.69,0.22,0.52,12.87,0.071,38.0,90.4,0.9935,3.5,0.7,11.04,6
2256,White,6.34,0.32,0.27,1.75,0.029,45.7,175.8,1.0012,3.26,0.57,10.76,7
2257,White,5.68,0.19,0.38,10.66,0.058,3.2,154.5,0.9948,3.14,0.46,10.94,6
2258,White,8.82,0.27,0.23,6.74,0.047,36.7,114.7,0.9927,2.91,0.55,10.64,5
2259,White,6.85,0.34,0.03,4.52,0.08,26.6,149.3,0.9945,3.22,0.57,10.0,5
2260,White,6.13,0.26,0.28,2.7,0.018,29.1,112.5,0.9905,3.17,0.53,11.72,5
2261,White,6.5,0.17,0.46,1.57,0.045,16.4,142.2,0.9994,3.37,0.49,12.77,5
2262,White,8.0,0.34,0.26,7.75,0.039,42.6,87.6,0.996,3.37,0.51,12.15,6
2263,White,6.61,0.22,0.38,1.06,0.037,20.4,163.2,0.9929,3.32,0.57,9.45,5
2264,White,7.49,0.14,0.28,8.66,0.012,11.4,143.5,0.9921,3.21,0.53,11.11,5
2265,White,6.95,0.29,0.35,1.9,0.035,26.9,111.7,0.9952,3.16,0.63,11.71,5
2266,White,6.56,0.13,0.34,2.58,0.009,34.7,142.9,0.9952,3.26,0.59,9.55,5
2267,White,7.13,0.21,0.61,0.69,0.055,29.0,78.9,0.9947,3.22,0.4,12.02,6
2268,White,6.39,0.08,0.34,0.6,0.046,21.5,158.4,1.0006,2.96,0.36,11.89,5
2269,White,7.15,0.12,0.39,6.17,0.025,19.1,94.8,0.9933,3.18,0.42,10.82,6
2270,White,6.56,0.32,0.37,12.36,0.065,57.5,100.6,0.9977,3.01,0.62,11.35,6
2271,White,7.08,0.29,0.46,4.94,0.073,26.2,144.5,0.9965,3.22,0.55,10.99,6
2272,White,6.4,0.22,0.29,0.6,0.031,44.8,103.7,0.9863,3.11,0.38,10.92,5
2273,White,6.7,0.25,0.36,4.22,0.038,2.3,135.1,0.9982,3.35,0.58,11.56,6
2274,White,6.61,0.32,0.15,10.94,0.04,57.1,94.7,0.9945,2.96,0.58,10.32,6
2275,White,6.85,0.16,0.19,0.6,0.081,3.3,90.3,0.9962,3.21,0.64,8.17,5
2276,White,6.27,0.16,0.44,6.97,0.018,45.8,94.3,0.9931,3.35,0.54,12.36,7
2277,White,6.89,0.26,0.41,11.19,0.061,28.6,132.8,0.9946,3.29,0.56,10.9,5
2278,White,7.71,0.26,0.21,7.66,0.021,37.0,89.8,0.9907,3.18,0.52,10.0,6
2279,White,7.55,0.46,0.39,9.16,0.034,27.4,130.3,0.9934,3.18,0.42,9.91,4
2280,White,5.3,0.33,0.47,8.28,0.044,19.6,131.0,0.9991,3.01,0.26,10.44,6
2281,White,8.38,0.31,0.42,12.8,0.03,62.7,130.2,0.9896,3.24,0.56,13.0,8
2282,White,6.09,0.24,0.29,6.97,0.018,40.3,159.9,0.9973,3.34,0.47,10.85,7
2283,White,7.86,0.09,0.38,5.54,0.047,21.1,52.7,0.9939,3.21,0.65,10.85,6
2284,White,6.45,0.3,0.42,4.23,0.037,7.3,134.8,0.9919,3.11,0.48,12.2,5
2285,White,7.04,0.17,0.32,14.51,0.049,15.1,92.9,0.9911,3.51,0.6,10.52,6
2286,White,4.95,0.09,0.44,8.1,0.06,74.3,109.2,0.989,3.28,0.38,11.83,6
2287,White,7.36,0.19,0.16,3.92,0.057,22.7,149.1,0.9902,2.99,0.61,12.41,6
2288,White,7.1,0.19,0.4,9.04,0.019,71.2,138.0,0.9977,3.08,0.37,11.1,4
2289,White,6.76,0.22,0.23,8.59,0.053,52.8,203.3,0.9953,3.14,0.36,9.23,4
2290,White,7.5,0.27,0.32,7.15,0.052,20.8,133.9,0.9887,3.23,0.67,10.31,6
2291,White,6.18,0.29,0.32,9.45,0.078,27.0,85.8,0.9902,3.48,0.48,10.7,5
2292,White,6.76,0.32,0.27,1.76,0.04,20.1,102.2,0.9878,3.2,0.4,11.12,7
2293,White,6.88,0.08,0.24,10.15,0.051,16.8,104.2,1.0006,3.22,0.58,11.89,7
2294,White,6.63,0.38,0.51,11.41,0.056,22.2,144.2,0.9947,3.29,0.57,11.76,7
2295,White,5.99,0.16,0.17,5.24,0.053,20.2,142.7,0.9886,3.36,0.49,10.95,5
2296,White,6.05,0.26,0.48,8.43,0.022,35.7,274.0,0.9929,3.17,0.54,10.44,7
2297,White,7.55,0.42,0.1,6.04,0.014,67.0,156.9,0.9923,3.11,0.63,10.94,5
2298,White,7.29,0.23,0.38,8.75,0.05,5.5,137.3,0.9935,3.37,0.47,10.47,6
2299,White,5.07,0.38,0.3,6.78,0.074,26.1,203.5,0.9897,3.2,0.58,12.1,5
2300,White,7.25,0.44,0.33,4.4,0.031,50.3,110.8,0.9946,3.04,0.71,12.26,6
2301,White,7.73,0.45,0.66,9.3,0.042,61.8,141.5,0.9937,3.32,0.52,9.28,3
2302,White,6.8,0.32,0.31,5.28,0.026,32.1,237.2,0.9949,3.0,0.49,12.78,7
2303,White,8.53,0.3,0.44,6.35,0.045,49.3,149.1,0.9927,3.17,0.51,11.35,6
2304,White,6.95,0.36,0.09,18.85,0.012,62.0,138.7,0.9929,3.31,0.53,10.96,6
2305,White,5.72,0.33,0.22,8.76,0.019,31.6,139.5,0.9938,3.32,0.48,12.29,6
2306,White,7.46,0.42,0.42,7.27,0.056,29.4,117.7,1.0012,2.96,0.47,9.59,6
2307,White,6.68,0.21,0.36,0.6,0.016,39.7,27.4,0.9915,3.46,0.62,11.41,5
2308,White,4.86,0.14,0.17,1.48,0.05,26.1,121.8,0.9972,3.31,0.48,10.04,5
2309,White,5.52,0.19,0.4,13.92,0.024,8.0,81.9,0.9893,3.21,0.46,12.82,6
2310,White,5.18,0.35,0.37,2.24,0.036,3.0,170.2,0.9915,3.3,0.55,9.88,5
2311,White,7.26,0.3,0.35,4.55,0.05,47.9,102.1,0.9912,2.89,0.68,9.28,5
2312,White,8.26,0.27,0.28,16.35,0.036,56.0,172.2,0.9997,2.87,0.46,10.78,7
2313,White,5.8,0.39,0.4,10.32,0.009,41.3,122.2,0.9917,2.92,0.57,12.46,6
2314,White,6.23,0.38,0.48,8.65,0.075,31.9,179.8,0.9928,2.94,0.42,10.32,6
2315,White,7.0,0.14,0.46,15.01,0.036,49.0,162.0,0.9904,3.14,0.56,11.65,6
2316,White,5.49,0.17,0.54,10.94,0.057,5.0,151.9,0.9899,3.45,0.41,12.47,7
2317,White,6.92,0.27,0.4,3.28,0.04,75.3,87.3,0.9953,3.07,0.36,11.31,7
2318,White,7.17,0.28,0.37,12.56,0.053,29.8,181.6,0.9978,3.09,0.3,11.17,6
2319,White,6.41,0.43,0.27,8.29,0.064,38.1,103.7,0.9972,3.08,0.59,9.88,6
2320,White,7.87,0.26,0.41,12.35,0.038,26.0,84.4,0.9944,3.13,0.58,10.86,6
2321,White,7.26,0.2,0.26,0.6,0.023,37.1,81.3,0.9922,3.03,0.6,11.47,5
2322,White,6.89,0.28,0.36,13.35,0.035,29.5,133.4,0.9928,3.38,0.45,11.19,5
2323,White,6.86,0.35,0.49,0.6,0.054,24.6,109.6,0.9928,2.95,0.35,9.86,5
2324,White,7.42,0.53,0.43,7.48,0.064,31.7,77.2,0.9987,3.42,0.43,9.65,6
2325,White,7.77,0.32,0.58,7.31,0.063,30.4,129.0,0.9953,3.02,0.45,12.26,7
2326,White,6.12,0.2,0.5,14.19,0.063,27.3,166.6,0.9967,3.24,0.59,11.01,5
2327,White,5.91,0.41,0.34,15.37,0.077,35.4,175.5,0.9924,3.11,0.39,10.96,5
2328,White,7.32,0.25,0.55,10.49,0.036,52.6,95.9,0.9985,3.0,0.48,10.19,5
2329,White,6.33,0.22,0.29,9.31,0.044,53.2,74.3,0.9953,3.15,0.61,10.8,7
2330,White,9.04,0.21,0.47,4.63,0.043,44.9,136.2,0.9967,3.09,0.55,9.01,4
2331,White,7.11,0.2,0.11,0.6,0.031,66.3,200.7,0.9964,3.26,0.39,10.07,6
2332,White,7.4,0.47,0.2,10.23,0.046,32.2,186.9,0.991,3.05,0.51,10.54,5
2333,White,6.06,0.28,0.38,12.99,0.07,40.8,158.2,0.9921,3.13,0.45,11.43,6
2334,White,8.13,0.49,0.32,5.67,0.038,25.5,64.7,0.991,3.19,0.6,10.89,6
2335,White,7.48,0.23,0.5,16.69,0.034,46.3,201.0,0.9991,3.07,0.44,11.02,6
2336,White,7.69,0.13,0.25,0.6,0.044,2.0,95.7,0.9929,3.18,0.37,10.38,6
2337,White,6.16,0.21,0.47,11.3,0.009,34.6,142.8,0.9955,3.22,0.75,11.51,5
2338,White,6.02,0.32,0.33,14.33,0.045,45.6,122.7,0.9926,3.08,0.39,9.16,5
2339,White,6.76,0.28,0.24,0.6,0.085,53.3,129.5,0.994,3.01,0.51,11.27,5
2340,White,6.45,0.39,0.45,2.95,0.049,45.2,100.0,0.9959,3.23,0.37,10.19,6
2341,White,6.93,0.15,0.39,4.73,0.062,5.5,108.8,0.9952,2.97,0.41,10.28,6
2342,White,6.25,0.2,0.52,10.72,0.022,47.2,112.3,0.9907,3.16,0.46,11.92,7
2343,White,7.78,0.25,0.34,2.47,0.072,52.0,113.4,0.9964,2.86,0.85,10.86,6
2344,White,6.69,0.23,0.44,6.9,0.046,61.7,175.5,0.9909,3.37,0.43,10.72,7
2345,White,5.81,0.14,0.17,14.36,0.023,10.6,216.3,0.9969,3.57,0.57,10.53,5
2346,White,6.45,0.44,0.26,8.96,0.047,44.7,94.4,0.9953,3.27,0.22,10.11,5
2347,White,6.92,0.28,0.47,0.6,0.01,30.7,145.6,0.9959,3.14,0.52,10.23,7
2348,White,7.99,0.36,0.3,0.6,0.051,34.2,147.7,0.9918,3.14,0.35,13.26,7
2349,White,6.12,0.35,0.43,12.42,0.036,21.4,106.5,0.9953,3.08,0.37,11.6,5
2350,White,7.71,0.22,0.26,7.96,0.038,48.9,214.1,0.9959,3.4,0.34,9.82,6
2351,White,6.69,0.32,0.32,13.93,0.023,25.1,127.6,0.995,3.3,0.62,10.77,8
2352,White,7.47,0.35,0.37,6.12,0.026,54.8,200.2,0.9924,3.42,0.46,9.25,6
2353,White,6.85,0.22,0.5,3.85,0.073,23.5,150.5,0.991,3.1,0.33,10.31,6
2354,White,6.13,0.3,0.28,5.87,0.033,31.7,166.6,0.9929,2.95,0.43,10.67,6
2355,White,5.78,0.25,0.32,4.17,0.009,55.3,165.3,0.9982,3.36,0.58,11.35,6
2356,White,6.88,0.24,0.3,11.85,0.056,51.4,145.6,0.9929,3.14,0.45,10.71,6
2357,White,6.76,0.23,0.34,4.41,0.011,33.4,176.3,0.9936,3.14,0.44,12.08,8
2358,White,7.91,0.45,0.31,0.6,0.065,19.7,137.8,0.9882,3.23,0.54,10.43,6
2359,White,5.97,0.33,0.33,2.76,0.076,36.2,90.9,0.9943,3.15,0.47,10.88,6
2360,White,7.15,0.3,0.51,10.24,0.021,4.1,94.5,0.9911,2.94,0.59,11.12,7
2361,White,6.45,0.21,0.37,7.83,0.06,50.0,108.4,0.9928,3.45,0.49,10.38,6
2362,White,7.8,0.28,0.38,6.35,0.055,58.3,158.6,0.9968,3.3,0.6,9.92,6
2363,White,7.7,0.39,0.31,14.33,0.062,28.9,132.1,0.9933,3.35,0.51,10.41,5
2364,White,5.64,0.37,0.25,0.72,0.056,10.8,103.9,0.997,2.99,0.39,11.66,5
2365,White,7.53,0.33,0.11,5.03,0.03,44.2,171.3,0.9888,3.0,0.4,10.96,6
2366,White,5.63,0.39,0.26,2.84,0.07,43.6,175.7,0.999,3.19,0.56,9.79,5
2367,White,6.1,0.29,0.39,4.64,0.055,21.9,123.7,0.9938,3.5,0.49,9.41,5
2368,White,6.69,0.38,0.29,12.26,0.051,17.9,159.9,0.9899,3.13,0.62,11.63,7
2369,White,6.25,0.35,0.38,2.71,0.071,44.7,174.9,0.9891,3.02,0.45,9.19,4
2370,White,6.3,0.31,0.48,0.6,0.065,40.3,138.0,0.9915,3.31,0.47,11.64,6
2371,White,6.89,0.23,0.29,7.76,0.063,33.8,132.4,0.9955,3.1,0.48,10.12,6
2372,White,7.01,0.35,0.34,7.26,0.045,3.4,101.0,0.9973,3.1,0.32,11.96,5
2373,White,6.36,0.21,0.35,0.6,0.06,4.1,101.7,0.9949,3.08,0.42,11.62,6
2374,White,6.52,0.33,0.31,2.33,0.054,28.5,144.8,0.9961,2.94,0.63,9.84,5
2375,White,8.0,0.34,0.3,5.64,0.044,43.1,128.2,0.9933,3.41,0.54,11.85,6
2376,White,7.09,0.31,0.13,3.21,0.019,52.5,174.0,0.9945,3.19,0.46,10.49,5
2377,White,5.75,0.32,0.36,6.58,0.059,38.8,210.0,0.9973,3.09,0.57,12.51,7
2378,White,7.52,0.38,0.29,0.94,0.057,60.8,151.7,0.9919,3.06,0.53,12.12,7
2379,White,8.13,0.33,0.26,9.88,0.076,35.7,80.1,0.9946,3.27,0.39,10.17,5
2380,White,8.68,0.44,0.3,8.54,0.058,20.8,188.2,0.9922,3.23,0.41,10.42,6
2381,White,7.27,0.26,0.55,1.54,0.049,4.2,163.7,0.9885,3.5,0.47,11.53,7
2382,White,6.49,0.36,0.31,6.02,0.072,12.8,112.0,0.9904,3.37,0.29,11.47,6
2383,White,7.0,0.25,0.44,1.72,0.009,53.4,91.0,1.0008,3.13,0.47,8.86,6
2384,White,6.24,0.15,0.14,5.37,0.046,36.6,174.0,0.9978,3.28,0.52,11.78,6
2385,White,6.88,0.22,0.43,0.6,0.056,43.2,124.9,0.9899,2.87,0.61,10.07,5
2386,White,7.83,0.34,0.24,7.63,0.019,13.6,148.6,0.9972,3.06,0.51,11.94,6
2387,White,6.47,0.08,0.42,3.43,0.055,36.3,166.1,1.0005,3.21,0.51,12.26,7
2388,White,6.09,0.15,0.23,9.2,0.052,15.9,145.1,0.9874,2.96,0.53,10.0,6
2389,White,8.47,0.28,0.45,3.86,0.009,38.8,82.0,0.9953,3.26,0.43,10.19,6
2390,White,7.76,0.29,0.39,0.6,0.077,41.9,254.0,0.9922,3.21,0.62,12.29,6
2391,White,6.49,0.21,0.16,10.91,0.06,40.5,149.5,0.9932,3.19,0.46,11.59,6
2392,White,5.84,0.24,0.41,6.0,0.032,35.5,122.9,0.9973,3.24,0.34,11.54,6
2393,White,6.56,0.48,0.27,2.65,0.054,47.1,204.5,0.9939,2.98,0.58,9.81,5
2394,White,7.5,0.21,0.23,4.77,0.025,34.3,112.7,0.9945,3.1,0.6,10.39,6
2395,White,7.56,0.23,0.25,7.92,0.027,48.4,128.2,0.9935,3.16,0.68,12.54,7
2396,White,5.0,0.19,0.35,8.27,0.044,85.0,117.3,0.9993,3.19,0.59,10.06,5
2397,White,6.97,0.3,0.46,6.35,0.073,17.2,154.5,0.9973,3.22,0.7,12.27,6
2398,White,5.9,0.24,0.51,6.15,0.064,29.9,143.4,0.9934,3.46,0.42,12.66,5
2399,White,7.25,0.08,0.31,2.83,0.073,25.0,159.0,0.9976,3.2,0.47,11.69,5
2400,White,7.77,0.26,0.31,2.06,0.069,35.7,165.0,0.9929,3.07,0.6,11.32,6
2401,White,6.3,0.35,0.15,13.62,0.066,32.1,193.6,0.9938,3.07,0.48,11.11,6
2402,White,7.8,0.27,0.31,0.6,0.038,29.1,130.3,0.9893,3.0,0.55,10.08,5
2403,White,7.07,0.41,0.57,5.38,0.054,54.3,138.6,0.9975,3.39,0.49,10.87,5
2404,White,6.75,0.32,0.38,12.23,0.07,70.2,178.0,0.9976,2.87,0.44,11.95,5
2405,White,6.9,0.36,0.22,0.6,0.047,56.4,129.6,0.9899,3.4,0.53,12.11,6
2406,White,6.98,0.3,0.26,24.49,0.064,61.2,150.8,0.9953,3.21,0.66,12.34,6
2407,White,6.85,0.42,0.28,0.6,0.02,32.3,131.8,0.9895,3.02,0.46,10.18,6
2408,White,6.4,0.24,0.26,0.6,0.073,12.0,103.6,0.9931,3.15,0.39,11.11,6
2409,White,5.59,0.32,0.31,8.06,0.056,32.6,124.8,0.9982,3.15,0.39,11.69,6
2410,White,6.08,0.41,0.23,4.34,0.044,23.8,223.7,1.0004,3.04,0.39,10.48,6
2411,White,7.51,0.27,0.61,11.09,0.039,53.0,129.4,0.9961,3.21,0.53,11.01,5
2412,White,7.52,0.16,0.36,9.95,0.042,51.9,88.9,0.9919,3.22,0.59,11.12,6
2413,White,7.49,0.32,0.53,10.52,0.015,14.2,84.3,0.9972,2.99,0.49,11.27,6
2414,White,6.21,0.32,0.23,11.64,0.044,29.7,160.9,0.9892,3.25,0.76,9.88,5
2415,White,7.01,0.3,0.51,0.6,0.047,34.1,188.0,0.9932,2.97,0.51,11.46,5
2416,White,6.53,0.26,0.37,0.62,0.051,50.0,85.9,0.9958,3.06,0.59,11.03,6
2417,White,6.88,0.4,0.29,0.97,0.016,40.6,59.7,0.9918,3.19,0.65,10.26,5
2418,White,7.28,0.47,0.35,5.79,0.057,64.5,72.3,0.9917,3.29,0.56,11.41,6
2419,White,6.22,0.25,0.25,7.67,0.075,36.6,191.5,0.9925,3.17,0.38,11.82,6
2420,White,6.74,0.35,0.28,5.45,0.069,18.4,197.8,0.9942,3.2,0.35,11.0,6
2421,White,4.53,0.27,0.43,0.6,0.046,31.9,166.5,0.9949,3.17,0.52,10.43,5
2422,White,7.14,0.42,0.29,7.1,0.033,34.1,151.0,0.9959,3.21,0.62,10.85,5
2423,White,5.71,0.4,0.34,2.48,0.046,31.7,141.4,0.9963,3.04,0.68,10.63,7
2424,White,6.06,0.17,0.46,0.6,0.037,48.6,125.1,0.9936,3.23,0.43,12.76,7
2425,White,7.33,0.21,0.18,11.9,0.044,52.0,110.0,0.9925,3.01,0.41,12.21,7
2426,White,6.61,0.39,0.35,10.42,0.022,21.8,120.0,0.9932,3.38,0.48,11.34,6
